AQS_Site_ID,COUNTYNS,pct_below_median
061030007,01692767,0.6456043956043956
060832004,00277306,0.6483516483516484
401359021,01101855,0.6483516483516484
471650007,01639794,0.6483516483516484
340273001,00882231,0.6510989010989011
490450004,01448036,0.6510989010989011
560250100,01605077,0.6510989010989011
100031008,00217270,0.6538461538461539
390030009,01074015,0.6538461538461539
391550014,01074089,0.6538461538461539
421010057,01209187,0.6538461538461539
060750005,00277302,0.6565934065934066
220511001,00558027,0.6565934065934066
270370470,00659464,0.6565934065934066
560050891,01605068,0.6565934065934066
280450003,00711756,0.6593406593406593
010030010,00161527,0.6620879120879121
471570075,01639790,0.6620879120879121
240251001,01698178,0.6648351648351648
290950034,00758502,0.6648351648351648
360610128,00974129,0.6648351648351648
481671034,01383869,0.6648351648351648
320050007,00858643,0.6666666666666666
060070008,01675842,0.6675824175824175
350490021,00933322,0.6675824175824175
420910013,01213680,0.6675824175824175
120310098,00293656,0.6703296703296703
120310099,00293656,0.6758241758241759
132150008,00357428,0.6758241758241759
240190004,00596495,0.6758241758241759
295100007,00767557,0.6758241758241759
360710002,00974134,0.6758241758241759
471252001,01639777,0.6758241758241759
060090001,01675885,0.6785714285714286
120952002,00295750,0.6785714285714286
240430009,01714220,0.6785714285714286
270750005,00659484,0.6785714285714286
490110004,01448020,0.6785714285714286
040134005,00037026,0.6813186813186813
181630021,00450396,0.6813186813186813
240330030,01714670,0.6813186813186813
261010922,01622993,0.6813186813186813
420030008,01213657,0.6813186813186813
420031008,01213657,0.6813186813186813
530350007,01529223,0.6813186813186813
340292002,00882279,0.6840659340659341
371190041,01008570,0.6840659340659341
080310002,00198131,0.6868131868131868
490353006,01448031,0.6868131868131868
550270001,01581073,0.6895604395604396
180050008,00451683,0.6923076923076923
240230002,01711058,0.6923076923076923
180670004,00450360,0.6978021978021978
060192009,00277274,0.699724517906336
250130008,00606933,0.699724517906336
201730010,00485049,0.7032967032967034
271453052,00659515,0.7032967032967034
483550034,01383963,0.7032967032967034
550790010,01581100,0.7052341597796143
261530001,01623017,0.7115384615384616
560210100,01605075,0.7115384615384616
170191001,00424211,0.7142857142857143
171971011,01785190,0.7142857142857143
470450004,01639741,0.7142857142857143
060871005,00277308,0.7162534435261708
130210012,01672039,0.717032967032967
320310025,00858608,0.7197802197802198
483230004,01383944,0.7197802197802198
060798002,00277304,0.721763085399449
160530003,00395662,0.7225274725274725
191390016,00465258,0.7225274725274725
390850007,01074055,0.7252747252747253
421290008,01209191,0.7252747252747253
450250001,01247989,0.7252747252747253
060650010,00277297,0.728021978021978
121150013,00295741,0.728021978021978
270353204,00659463,0.7292817679558011
061111004,00277320,0.7307692307692307
191770006,00465277,0.7307692307692307
421255200,01209190,0.7307692307692307
440090007,01219782,0.7335164835164835
490351007,01448031,0.7335164835164835
320310016,00858608,0.739010989010989
340392003,00882235,0.739010989010989
390933002,01074059,0.739010989010989
471192007,01639772,0.7417582417582418
120013012,00308548,0.7472527472527473
510410004,01480111,0.7472527472527473
060333002,00277281,0.75
121030004,00295745,0.75
060571001,01682927,0.7527472527472527
191370002,00465257,0.7527472527472527
040131003,00037026,0.7554945054945055
060650009,00277297,0.7582417582417582
290370003,00758473,0.760989010989011
510590030,01480119,0.7637362637362637
460110003,01265779,0.7679558011049724
380070002,01035616,0.768595041322314
180890022,00450495,0.771978021978022
060530002,00277291,0.7768595041322314
450730001,01244832,0.7768595041322314
181530007,00450391,0.7774725274725275
420030067,01213657,0.7774725274725275
482011039,01383886,0.7802197802197802
240150003,00596115,0.7884615384615384
060271003,01804637,0.7912087912087912
240290002,00593907,0.7912087912087912
460330132,01265788,0.7912087912087912
121031009,00295745,0.7967032967032966
460650003,01265774,0.7983425414364641
380130004,01034235,0.8016528925619835
320031019,00863600,0.8021978021978022
260990009,01622992,0.804945054945055
220190009,00558468,0.8104395604395604
271713201,00659530,0.8104395604395604
550890009,01581105,0.8104395604395604
560090009,01605070,0.8105849582172702
060592022,00277294,0.8131868131868132
370810013,01008558,0.8186813186813187
300310017,01720053,0.8232044198895028
130690002,00347456,0.8269230769230769
290470005,00758478,0.8269230769230769
360310003,00974114,0.8351648351648352
200910010,00485010,0.8489010989010989
420590002,01214033,0.8489010989010989
170314201,01784766,0.8543956043956044
060510005,00277290,0.8571428571428571
490475601,01448037,0.8653846153846154
371290002,01026329,0.8681318681318682
060290018,02054176,0.8708791208791209
240313001,01712500,0.8763736263736264
090050005,00212796,0.8846153846153846
440030002,01219778,0.8846153846153846
560050892,01605068,0.8888888888888888
420030093,01213657,0.8928571428571429
270177417,00659454,0.9005524861878453
490353013,01448031,0.9005524861878453
130890002,01687424,0.9010989010989011
500070007,01461760,0.9010989010989011
060270002,01804637,0.9038461538461539
040128000,00043540,0.9148351648351648
040011235,00025441,0.9340659340659341
060675003,00277298,0.9587912087912088
330115001,00873179,0.9615384615384616
